Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
ACSF1,3.0,5.5,5.5,4.0,1.0,2.0,7.0
Adiac,5.0,3.5,3.5,1.0,2.0,6.0,7.0
ArrowHead,3.0,1.5,1.5,6.0,4.0,5.0,7.0
BME,3.0,1.5,1.5,5.0,6.0,7.0,4.0
Beef,5.0,1.5,1.5,4.0,3.0,6.0,7.0
BeetleFly,4.0,5.5,5.5,3.0,2.0,1.0,7.0
BirdChicken,5.0,2.5,2.5,1.0,4.0,6.0,7.0
CBF,5.0,2.5,2.5,1.0,4.0,7.0,6.0
Car,5.0,2.5,2.5,4.0,6.0,1.0,7.0
ChlorineConcentration,5.0,1.5,1.5,3.0,6.0,7.0,4.0
CinCECGTorso,2.0,3.5,3.5,1.0,5.0,7.0,6.0
Coffee,2.0,3.5,3.5,5.0,1.0,7.0,6.0
Computers,6.0,4.5,4.5,1.0,2.0,7.0,3.0
CricketX,4.0,2.5,2.5,1.0,7.0,5.0,6.0
CricketY,3.0,1.5,1.5,7.0,6.0,5.0,4.0
CricketZ,4.0,1.5,1.5,3.0,6.0,5.0,7.0
Crop,5.0,3.5,3.5,6.0,1.0,2.0,7.0
DistalPhalanxOutlineAgeGroup,7.0,4.5,4.5,2.0,6.0,1.0,3.0
DistalPhalanxOutlineCorrect,7.0,3.5,3.5,1.0,5.0,2.0,6.0
DistalPhalanxTW,4.0,5.0,6.0,7.0,2.0,1.0,3.0
ECG200,7.0,1.5,1.5,5.0,3.0,6.0,4.0
ECG5000,5.0,2.5,2.5,4.0,6.0,1.0,7.0
ECGFiveDays,1.0,2.5,2.5,5.0,4.0,6.0,7.0
EOGHorizontalSignal,1.0,5.5,5.5,3.0,2.0,4.0,7.0
EOGVerticalSignal,6.0,3.5,3.5,2.0,5.0,1.0,7.0
EthanolLevel,1.0,2.5,2.5,5.0,6.0,4.0,7.0
FaceAll,3.0,1.5,1.5,4.0,7.0,5.0,6.0
FacesUCR,4.0,1.5,1.5,3.0,6.0,7.0,5.0
Fish,6.0,3.5,3.5,1.0,5.0,2.0,7.0
FordA,6.0,2.5,2.5,4.0,5.0,1.0,7.0
FordB,5.0,1.0,2.0,4.0,3.0,6.0,7.0
FreezerRegularTrain,1.0,4.5,4.5,2.0,6.0,3.0,7.0
FreezerSmallTrain,6.0,2.5,2.5,4.0,1.0,5.0,7.0
GunPoint,5.0,1.5,1.5,3.0,4.0,7.0,6.0
GunPointAgeSpan,3.0,1.5,1.5,5.0,4.0,6.0,7.0
GunPointMaleVersusFemale,6.0,2.5,2.5,4.0,1.0,5.0,7.0
GunPointOldVersusYoung,2.0,4.5,4.5,3.0,1.0,6.0,7.0
Ham,2.0,4.5,4.5,7.0,3.0,6.0,1.0
HandOutlines,6.0,4.5,4.5,3.0,2.0,1.0,7.0
Haptics,2.0,5.5,5.5,4.0,3.0,1.0,7.0
Herring,1.0,5.5,5.5,2.0,7.0,3.0,4.0
InlineSkate,3.0,1.5,1.5,6.0,5.0,4.0,7.0
InsectEPGRegularTrain,6.0,4.5,4.5,3.0,2.0,1.0,7.0
InsectWingbeatSound,1.0,5.5,5.5,3.0,4.0,2.0,7.0
ItalyPowerDemand,1.0,6.5,6.5,3.0,2.0,4.0,5.0
LargeKitchenAppliances,4.0,6.5,6.5,1.0,5.0,2.0,3.0
Mallat,1.0,4.5,4.5,3.0,6.0,7.0,2.0
Meat,5.0,1.5,1.5,3.0,4.0,6.0,7.0
MedicalImages,4.0,5.0,3.0,2.0,6.0,7.0,1.0
MiddlePhalanxOutlineAgeGroup,4.0,2.5,2.5,7.0,1.0,6.0,5.0
MiddlePhalanxOutlineCorrect,7.0,2.5,2.5,1.0,5.0,4.0,6.0
MiddlePhalanxTW,6.0,4.5,4.5,7.0,1.0,3.0,2.0
MixedShapesRegularTrain,6.0,4.5,4.5,2.0,3.0,1.0,7.0
MixedShapesSmallTrain,5.0,2.5,2.5,1.0,4.0,6.0,7.0
MoteStrain,1.0,6.5,6.5,5.0,3.0,2.0,4.0
NonInvasiveFetalECGThorax1,4.0,2.0,3.0,1.0,6.0,5.0,7.0
NonInvasiveFetalECGThorax2,4.0,2.0,1.0,3.0,6.0,5.0,7.0
OSULeaf,6.0,2.5,2.5,4.0,1.0,5.0,7.0
OliveOil,6.0,4.5,4.5,3.0,1.0,2.0,7.0
PhalangesOutlinesCorrect,4.0,7.0,6.0,1.0,3.0,5.0,2.0
Plane,5.0,2.5,2.5,1.0,6.0,7.0,4.0
PowerCons,7.0,4.5,4.5,2.0,3.0,6.0,1.0
ProximalPhalanxOutlineAgeGroup,2.0,4.5,4.5,6.0,3.0,7.0,1.0
ProximalPhalanxOutlineCorrect,4.0,6.5,6.5,2.0,3.0,5.0,1.0
ProximalPhalanxTW,5.0,3.5,3.5,1.0,7.0,6.0,2.0
Rock,6.0,2.5,2.5,1.0,4.0,7.0,5.0
ScreenType,2.0,6.5,6.5,1.0,4.0,5.0,3.0
SemgHandGenderCh2,5.0,1.5,1.5,3.0,4.0,7.0,6.0
SemgHandMovementCh2,5.0,1.5,1.5,3.0,4.0,6.0,7.0
SemgHandSubjectCh2,5.0,1.5,1.5,4.0,6.0,7.0,3.0
ShapeletSim,6.0,4.5,4.5,3.0,7.0,2.0,1.0
ShapesAll,4.0,5.5,5.5,2.0,1.0,3.0,7.0
SmoothSubspace,5.0,1.5,1.5,6.0,4.0,3.0,7.0
SonyAIBORobotSurface2,4.0,2.5,2.5,1.0,6.0,5.0,7.0
StarLightCurves,4.0,5.5,5.5,2.0,3.0,1.0,7.0
Strawberry,4.0,1.5,1.5,3.0,7.0,5.0,6.0
SwedishLeaf,4.0,2.5,2.5,1.0,5.0,6.0,7.0
Symbols,6.0,2.5,2.5,4.0,5.0,7.0,1.0
SyntheticControl,5.0,1.5,1.5,4.0,3.0,7.0,6.0
ToeSegmentation1,5.0,2.5,2.5,4.0,6.0,1.0,7.0
ToeSegmentation2,6.0,1.5,1.5,3.0,5.0,4.0,7.0
Trace,6.0,2.5,2.5,4.0,1.0,5.0,7.0
TwoLeadECG,1.0,3.5,3.5,5.0,2.0,6.0,7.0
UMD,1.0,4.5,4.5,3.0,2.0,7.0,6.0
UWaveGestureLibraryX,6.0,3.5,3.5,1.0,5.0,2.0,7.0
UWaveGestureLibraryZ,5.0,2.5,2.5,1.0,4.0,6.0,7.0
Wafer,3.0,4.5,4.5,7.0,6.0,2.0,1.0
Wine,4.0,5.5,5.5,3.0,1.0,2.0,7.0
WordSynonyms,1.0,5.5,5.5,3.0,2.0,4.0,7.0
Worms,2.0,3.5,3.5,5.0,7.0,1.0,6.0
WormsTwoClass,6.0,2.5,2.5,5.0,4.0,7.0,1.0
Yoga,6.0,2.5,2.5,1.0,5.0,4.0,7.0
