ACSF1,rstc,TEST,0,MILLISECONDS,Generated by run_classification_experiment on 08/06/2024, 10:41:10. Encoder dictionary: {'0': 0, '1': 1, '2': 2, '3': 3, '4': 4, '5': 5, '6': 6, '7': 7, '8': 8, '9': 9}
{'batch_size': 100, 'contract_max_n_shapelet_samples': inf, 'estimator': None, 'max_shapelet_length': None, 'max_shapelets': None, 'n_jobs': 1, 'n_shapelet_samples': 10000, 'random_state': 0, 'shapelet_quality': 'Wasser', 'time_limit_in_minutes': 0, 'transform_limit_in_minutes': 0}
0.89,248823,3575,-1,61595648,10,N/A,-1,-1
9,9,,0.005,0.005,0.0,0.0,0.0,0.205,0.105,0.01,0.0,0.67
9,9,,0.0,0.0,0.0,0.0,0.0,0.005,0.01,0.0,0.0,0.985
9,9,,0.0,0.0,0.0,0.0,0.0,0.055,0.01,0.0,0.0,0.935
9,9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,9,,0.005,0.005,0.0,0.0,0.0,0.19,0.095,0.0,0.0,0.705
9,9,,0.0,0.0,0.0,0.0,0.0,0.015,0.015,0.01,0.0,0.96
9,9,,0.0,0.0,0.0,0.0,0.0,0.065,0.015,0.0,0.0,0.92
9,9,,0.0,0.0,0.0,0.0,0.0,0.04,0.005,0.0,0.0,0.955
9,9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,9,,0.0,0.0,0.0,0.0,0.0,0.01,0.005,0.0,0.0,0.985
3,3,,0.005,0.0,0.0,0.97,0.0,0.0,0.0,0.01,0.015,0.0
3,3,,0.0,0.0,0.0,0.605,0.0,0.0,0.0,0.02,0.375,0.0
3,3,,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.005,0.0,0.0
3,3,,0.01,0.0,0.0,0.57,0.0,0.0,0.0,0.03,0.39,0.0
3,3,,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.005,0.0
3,3,,0.0,0.0,0.0,0.985,0.0,0.0,0.0,0.0,0.015,0.0
3,3,,0.01,0.0,0.0,0.935,0.0,0.0,0.0,0.055,0.0,0.0
3,3,,0.02,0.005,0.0,0.745,0.0,0.0,0.0,0.055,0.175,0.0
3,3,,0.015,0.0,0.0,0.56,0.0,0.0,0.0,0.06,0.365,0.0
