ACSF1,rstc,TEST,3,MILLISECONDS,Generated by run_classification_experiment on 08/06/2024, 10:41:10. Encoder dictionary: {'0': 0, '1': 1, '2': 2, '3': 3, '4': 4, '5': 5, '6': 6, '7': 7, '8': 8, '9': 9}
{'batch_size': 100, 'contract_max_n_shapelet_samples': inf, 'estimator': None, 'max_shapelet_length': None, 'max_shapelets': None, 'n_jobs': 1, 'n_shapelet_samples': 10000, 'random_state': 3, 'shapelet_quality': 'Wasser', 'time_limit_in_minutes': 0, 'transform_limit_in_minutes': 0}
0.77,242286,3222,-1,60211200,10,N/A,-1,-1
0,7,,0.19,0.17,0.205,0.005,0.085,0.045,0.07,0.23,0.0,0.0
0,6,,0.42,0.025,0.04,0.0,0.03,0.0,0.465,0.01,0.0,0.01
0,0,,0.505,0.08,0.095,0.005,0.09,0.005,0.01,0.21,0.0,0.0
0,0,,0.86,0.005,0.0,0.0,0.0,0.005,0.095,0.015,0.01,0.01
0,0,,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0
0,0,,0.66,0.05,0.095,0.0,0.12,0.005,0.03,0.04,0.0,0.0
0,0,,0.68,0.0,0.0,0.04,0.005,0.015,0.01,0.035,0.215,0.0
0,0,,0.995,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0
0,0,,0.97,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
0,0,,0.815,0.005,0.0,0.035,0.0,0.015,0.005,0.02,0.105,0.0
1,4,,0.005,0.35,0.12,0.0,0.495,0.01,0.02,0.0,0.0,0.0
1,1,,0.175,0.38,0.085,0.005,0.2,0.03,0.0,0.125,0.0,0.0
1,1,,0.075,0.35,0.06,0.0,0.35,0.08,0.035,0.045,0.005,0.0
1,5,,0.005,0.185,0.145,0.0,0.0,0.415,0.025,0.225,0.0,0.0
1,1,,0.005,0.695,0.05,0.01,0.215,0.01,0.005,0.005,0.005,0.0
1,2,,0.035,0.08,0.495,0.0,0.225,0.055,0.075,0.03,0.0,0.005
1,4,,0.0,0.23,0.0,0.0,0.765,0.0,0.0,0.0,0.0,0.005
1,4,,0.0,0.27,0.0,0.005,0.72,0.005,0.0,0.0,0.0,0.0
1,1,,0.0,0.93,0.0,0.0,0.06,0.01,0.0,0.0,0.0,0.0
1,4,,0.0,0.45,0.0,0.0,0.53,0.02,0.0,0.0,0.0,0.0
2,2,,0.025,0.095,0.68,0.0,0.015,0.1,0.05,0.035,0.0,0.0
2,2,,0.005,0.025,0.865,0.0,0.01,0.015,0.06,0.02,0.0,0.0
2,2,,0.0,0.0,0.945,0.0,0.0,0.045,0.005,0.005,0.0,0.0
2,2,,0.0,0.03,0.91,0.0,0.035,0.015,0.01,0.0,0.0,0.0
2,2,,0.005,0.065,0.855,0.0,0.055,0.01,0.01,0.0,0.0,0.0
2,2,,0.0,0.02,0.825,0.0,0.0,0.09,0.025,0.04,0.0,0.0
2,5,,0.0,0.015,0.0,0.0,0.0,0.895,0.025,0.065,0.0,0.0
2,2,,0.0,0.01,0.925,0.0,0.03,0.035,0.0,0.0,0.0,0.0
2,5,,0.0,0.04,0.0,0.0,0.005,0.825,0.025,0.105,0.0,0.0
2,2,,0.03,0.04,0.775,0.0,0.02,0.03,0.035,0.07,0.0,0.0
3,3,,0.01,0.005,0.0,0.95,0.0,0.0,0.0,0.03,0.005,0.0
3,3,,0.01,0.0,0.0,0.975,0.005,0.0,0.0,0.005,0.005,0.0
3,3,,0.045,0.0,0.0,0.715,0.0,0.0,0.0,0.02,0.22,0.0
3,3,,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.03,0.31,0.0
3,3,,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.005,0.005,0.0
3,3,,0.005,0.0,0.0,0.945,0.0,0.0,0.0,0.035,0.015,0.0
3,8,,0.005,0.0,0.0,0.21,0.0,0.0,0.0,0.01,0.775,0.0
3,3,,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.01,0.01,0.0
3,3,,0.005,0.0,0.0,0.865,0.0,0.0,0.0,0.005,0.125,0.0
3,3,,0.01,0.0,0.0,0.96,0.0,0.0,0.0,0.03,0.0,0.0
4,4,,0.02,0.3,0.095,0.0,0.57,0.0,0.005,0.01,0.0,0.0
4,4,,0.005,0.255,0.0,0.005,0.715,0.0,0.0,0.01,0.01,0.0
4,4,,0.015,0.155,0.01,0.0,0.805,0.0,0.015,0.0,0.0,0.0
4,4,,0.0,0.045,0.0,0.0,0.945,0.01,0.0,0.0,0.0,0.0
4,4,,0.035,0.055,0.0,0.005,0.665,0.185,0.025,0.005,0.0,0.025
4,4,,0.0,0.045,0.0,0.0,0.95,0.0,0.0,0.0,0.005,0.0
4,4,,0.005,0.095,0.0,0.0,0.895,0.0,0.0,0.005,0.0,0.0
4,4,,0.0,0.29,0.035,0.0,0.675,0.0,0.0,0.0,0.0,0.0
4,4,,0.035,0.37,0.09,0.0,0.44,0.03,0.005,0.03,0.0,0.0
4,4,,0.01,0.18,0.005,0.0,0.795,0.0,0.01,0.0,0.0,0.0
5,5,,0.0,0.0,0.005,0.0,0.0,0.995,0.0,0.0,0.0,0.0
5,5,,0.0,0.0,0.0,0.0,0.0,0.96,0.005,0.035,0.0,0.0
5,4,,0.38,0.04,0.005,0.015,0.39,0.025,0.08,0.05,0.01,0.005
5,5,,0.0,0.0,0.0,0.0,0.0,0.97,0.015,0.015,0.0,0.0
5,5,,0.0,0.005,0.0,0.0,0.0,0.935,0.0,0.06,0.0,0.0
5,5,,0.0,0.035,0.005,0.0,0.005,0.8,0.005,0.15,0.0,0.0
5,5,,0.0,0.005,0.0,0.0,0.015,0.98,0.0,0.0,0.0,0.0
5,4,,0.12,0.04,0.0,0.015,0.62,0.06,0.055,0.03,0.035,0.025
5,2,,0.005,0.03,0.625,0.0,0.0,0.235,0.04,0.065,0.0,0.0
5,5,,0.0,0.0,0.0,0.005,0.0,0.97,0.01,0.01,0.0,0.005
6,6,,0.0,0.02,0.02,0.0,0.0,0.0,0.945,0.01,0.0,0.005
6,6,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6,6,,0.015,0.005,0.01,0.0,0.01,0.0,0.95,0.01,0.0,0.0
6,2,,0.025,0.015,0.485,0.0,0.01,0.005,0.45,0.01,0.0,0.0
6,7,,0.0,0.04,0.0,0.0,0.0,0.44,0.0,0.515,0.0,0.005
6,6,,0.005,0.01,0.045,0.0,0.005,0.03,0.885,0.015,0.0,0.005
6,6,,0.01,0.0,0.0,0.0,0.0,0.0,0.985,0.0,0.0,0.005
6,6,,0.01,0.025,0.035,0.0,0.005,0.02,0.88,0.02,0.0,0.005
6,5,,0.0,0.05,0.0,0.0,0.0,0.825,0.01,0.115,0.0,0.0
6,6,,0.005,0.005,0.01,0.0,0.0,0.0,0.965,0.01,0.0,0.005
7,7,,0.31,0.115,0.075,0.02,0.07,0.035,0.015,0.33,0.01,0.02
7,7,,0.345,0.09,0.015,0.04,0.04,0.025,0.02,0.42,0.0,0.005
7,8,,0.025,0.01,0.0,0.11,0.01,0.015,0.0,0.135,0.695,0.0
7,7,,0.0,0.08,0.0,0.0,0.0,0.29,0.01,0.58,0.0,0.04
7,7,,0.025,0.025,0.0,0.03,0.005,0.005,0.0,0.905,0.0,0.005
7,7,,0.05,0.04,0.0,0.285,0.02,0.005,0.0,0.595,0.0,0.005
7,7,,0.01,0.125,0.005,0.0,0.005,0.045,0.045,0.725,0.0,0.04
7,5,,0.015,0.0,0.0,0.005,0.0,0.44,0.13,0.185,0.0,0.225
7,7,,0.025,0.0,0.0,0.235,0.0,0.005,0.0,0.735,0.0,0.0
7,5,,0.01,0.0,0.0,0.015,0.0,0.43,0.155,0.2,0.0,0.19
8,3,,0.17,0.0,0.0,0.37,0.0,0.005,0.01,0.245,0.2,0.0
8,7,,0.2,0.045,0.0,0.175,0.01,0.045,0.03,0.245,0.235,0.015
8,8,,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.01,0.955,0.0
8,8,,0.005,0.005,0.0,0.015,0.0,0.01,0.005,0.005,0.955,0.0
8,7,,0.205,0.05,0.0,0.175,0.005,0.065,0.03,0.235,0.225,0.01
8,8,,0.01,0.0,0.0,0.09,0.0,0.01,0.0,0.005,0.88,0.005
8,8,,0.01,0.005,0.0,0.095,0.0,0.0,0.0,0.01,0.88,0.0
8,8,,0.0,0.0,0.0,0.39,0.0,0.005,0.0,0.015,0.59,0.0
8,8,,0.01,0.0,0.0,0.13,0.0,0.005,0.005,0.045,0.805,0.0
8,8,,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.015,0.975,0.0
9,9,,0.0,0.0,0.0,0.0,0.0,0.015,0.025,0.0,0.0,0.96
9,9,,0.0,0.0,0.0,0.0,0.0,0.19,0.105,0.005,0.0,0.7
9,9,,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.0,0.0,0.9
9,9,,0.005,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.985
9,9,,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.94
9,9,,0.0,0.005,0.0,0.0,0.0,0.015,0.005,0.0,0.0,0.975
9,9,,0.0,0.0,0.0,0.0,0.0,0.015,0.005,0.0,0.0,0.98
9,9,,0.005,0.0,0.0,0.0,0.0,0.04,0.035,0.0,0.0,0.92
9,9,,0.015,0.0,0.0,0.0,0.0,0.085,0.04,0.005,0.0,0.855
9,9,,0.0,0.0,0.0,0.0,0.0,0.345,0.095,0.0,0.0,0.56
